Date,Category,Sales Revenue,Cost of Goods Sold (COGS),Quantity Sold,Profit,Market Share,Consumer Preference Index,Growth Rate (%),Marketing Spend,Customer Satisfaction,Competitor,Competitor Sales Revenue,Competitor Market Share,Location,Age Group,Seasonality,Sales Channel,Discount/Promotion,Return Rate (%)
2024-07-12,Electronics,707729.34,422162.26,2662,285567.08,11.29,67,13.75,66802.31,3.9,Competitor C,615272.51,8.6,Asia,36-50,Seasonal,Both,No,7.42
2019-10-18,Beauty,246846.59,116701.38,1190,130145.21,34.58,73,8.44,70790.1,4.4,Competitor B,790309.35,22.62,South America,26-35,Year-Round,Both,No,4.47
2023-01-26,Electronics,550570.28,247360.54,1021,303209.74,32.61,74,5.72,94770.95,3.9,Competitor C,548750.01,20.58,Africa,36-50,Seasonal,Both,No,6.38
2022-01-14,Beauty,382328.9,209197.45,1314,173131.45,35.97,88,19.6,71131.17,3.5,Competitor C,597818.1,19.34,South America,26-35,Seasonal,Both,Yes,2.92
2017-12-09,Electronics,956034.48,561827.54,4068,394206.94,36.12,72,19.69,23722.19,4.0,Competitor B,604022.37,17.04,Asia,51-65,Year-Round,In-Store,No,9.41
2020-12-26,Clothing,624714.4,356192.88,1434,268521.52,37.43,78,17.17,92102.97,4.7,Competitor A,737280.16,17.08,North America,36-50,Year-Round,Both,No,6.6
2023-11-27,Sports & Outdoors,691361.87,280909.96,1606,410451.91,20.65,95,6.14,32474.85,4.8,Competitor A,608774.47,20.65,Europe,18-25,Seasonal,Both,No,6.13
2020-05-25,Sports & Outdoors,928540.68,489297.59,665,439243.09,11.79,68,12.8,23959.69,4.6,Competitor A,795439.74,12.31,South America,36-50,Seasonal,Online,Yes,1.47
2023-11-11,Sports & Outdoors,117488.89,54649.46,3665,62839.43,14.89,91,19.18,10268.3,3.6,Competitor A,759042.59,6.43,Asia,18-25,Year-Round,Online,Yes,9.62
2023-01-14,Beauty,845010.22,443620.96,4723,401389.26,35.63,85,17.5,21973.33,3.9,Competitor A,509685.5,7.68,North America,26-35,Year-Round,In-Store,No,2.59
2024-09-12,Home Goods,495707.09,296791.18,2707,198915.91,18.28,81,11.72,11782.59,3.8,Competitor B,799631.71,17.59,Asia,65+,Seasonal,In-Store,No,2.16
2024-08-15,Electronics,712683.95,310732.0,2295,401951.95,21.83,86,17.48,15011.81,3.5,Competitor A,749986.8,11.21,South America,26-35,Seasonal,In-Store,Yes,8.2
2020-12-15,Sports & Outdoors,825989.27,423651.0,1565,402338.27,23.19,73,19.4,14837.64,3.6,Competitor B,520373.48,29.12,North America,36-50,Year-Round,Online,No,4.16
2023-08-26,Sports & Outdoors,751625.51,353198.78,625,398426.73,44.35,91,9.12,18415.01,4.4,Competitor A,754947.11,15.04,South America,65+,Year-Round,Both,No,2.85
2017-03-03,Clothing,416229.89,206159.04,3486,210070.85,48.76,81,7.61,11357.27,4.7,Competitor C,794798.52,25.6,North America,26-35,Year-Round,Both,Yes,6.57
2023-08-23,Clothing,902832.87,399217.88,2260,503614.99,38.56,74,7.67,12356.86,3.8,Competitor A,679378.97,13.04,South America,26-35,Seasonal,Both,No,7.65
2022-12-23,Electronics,622425.72,301338.47,1849,321087.25,26.69,75,11.8,13629.41,4.8,Competitor C,756219.17,8.22,Africa,18-25,Seasonal,Online,Yes,9.62
2021-07-22,Electronics,865622.56,471224.89,4112,394397.67,33.59,61,6.7,60398.14,5.0,Competitor C,532691.12,23.47,Europe,51-65,Year-Round,Both,No,3.06
2020-10-05,Electronics,812072.02,463221.67,4342,348850.35,36.6,60,17.35,58531.65,4.6,Competitor A,645633.48,12.62,Africa,26-35,Year-Round,Online,Yes,6.01
2020-12-27,Electronics,726502.72,362772.72,1484,363730.0,40.53,80,15.1,12677.44,4.2,Competitor A,676890.33,13.72,Africa,18-25,Seasonal,Online,No,4.11
2021-12-17,Clothing,431777.98,206280.42,3804,225497.56,45.19,75,6.23,39423.1,4.6,Competitor B,653411.96,8.78,Asia,18-25,Year-Round,Online,Yes,1.73
2022-05-01,Sports & Outdoors,489302.34,197442.68,4749,291859.66,25.24,70,18.86,18235.27,5.0,Competitor B,643704.5,27.86,Europe,36-50,Year-Round,In-Store,Yes,7.02
2022-08-30,Sports & Outdoors,227607.41,98570.5,2123,129036.91,33.66,66,17.54,83616.84,4.5,Competitor A,644039.63,12.59,South America,36-50,Seasonal,Both,Yes,1.2
2023-12-12,Home Goods,836653.48,413155.16,4671,423498.32,20.14,85,15.69,64617.6,4.8,Competitor A,557968.7,17.91,North America,36-50,Seasonal,In-Store,No,7.48
2023-09-09,Electronics,496668.21,221068.59,1538,275599.62,25.3,91,12.81,13978.24,4.5,Competitor C,769450.46,6.38,North America,18-25,Year-Round,Both,Yes,9.09
2019-04-29,Electronics,398930.59,222555.86,2105,176374.73,27.03,71,16.0,20197.88,4.0,Competitor C,723685.39,9.25,Africa,36-50,Year-Round,Both,Yes,4.67
2024-06-14,Beauty,127194.43,64629.92,2744,62564.51,37.78,64,15.6,25571.6,3.9,Competitor B,576250.94,27.42,South America,26-35,Year-Round,In-Store,No,6.42
2023-10-31,Home Goods,568465.36,228103.86,2078,340361.5,23.03,68,19.53,64543.26,3.6,Competitor C,662312.87,16.33,North America,26-35,Year-Round,Online,No,7.15
2018-10-21,Clothing,732069.52,334742.09,710,397327.43,17.42,79,12.79,62168.35,4.4,Competitor A,517206.04,29.18,Asia,36-50,Year-Round,In-Store,No,8.81
2017-07-10,Beauty,371673.54,209177.46,4381,162496.08,41.48,65,9.05,77709.31,4.0,Competitor B,644225.6,11.95,South America,36-50,Year-Round,Both,Yes,4.11
2018-01-29,Clothing,538038.14,234535.01,4022,303503.13,21.84,68,5.97,30269.46,4.2,Competitor A,769349.48,6.0,Asia,36-50,Year-Round,In-Store,Yes,6.67
2017-05-02,Electronics,336144.62,196426.95,1032,139717.67,37.01,81,18.93,76885.27,4.0,Competitor C,533456.89,17.16,Europe,26-35,Seasonal,Both,No,1.35
2022-11-10,Electronics,694055.07,400125.94,1285,293929.13,47.31,88,6.83,38424.06,4.6,Competitor A,773492.09,14.32,North America,26-35,Year-Round,Online,No,5.41
2019-06-08,Clothing,225897.36,116654.52,1763,109242.84,49.67,83,15.64,35061.06,4.1,Competitor B,530775.79,14.52,South America,18-25,Year-Round,In-Store,Yes,3.12
2022-01-04,Sports & Outdoors,166725.24,87161.96,3030,79563.28,43.68,95,11.74,61644.38,4.1,Competitor C,694292.32,23.86,Africa,65+,Seasonal,Online,Yes,7.62
2018-06-20,Clothing,180370.01,88037.69,4417,92332.32,17.01,60,5.42,66907.78,5.0,Competitor C,555581.45,13.63,Africa,51-65,Seasonal,Online,No,9.39
2021-01-09,Home Goods,373655.93,186302.79,2572,187353.14,48.51,93,7.43,80491.22,3.6,Competitor A,696747.96,28.93,Africa,36-50,Year-Round,In-Store,Yes,1.17
2019-02-02,Clothing,105283.29,56798.76,4808,48484.53,10.99,65,6.21,44123.49,4.0,Competitor B,697572.41,6.21,Europe,18-25,Year-Round,In-Store,No,6.24
2022-10-06,Electronics,106244.77,63356.86,1554,42887.91,10.87,73,8.59,35507.87,4.5,Competitor B,655664.73,9.89,South America,65+,Seasonal,Online,No,2.73
2019-10-25,Beauty,473922.85,260751.6,681,213171.25,19.04,68,5.43,61907.67,4.0,Competitor C,611459.41,13.45,Asia,26-35,Year-Round,Online,No,6.55
2019-06-18,Sports & Outdoors,857671.47,488457.82,3532,369213.65,33.23,60,9.95,57083.89,4.1,Competitor A,691036.94,25.11,Asia,26-35,Year-Round,In-Store,Yes,1.27
2022-10-01,Home Goods,303344.2,158549.62,1113,144794.58,40.63,79,16.47,18435.08,3.7,Competitor B,609809.04,8.15,Asia,26-35,Seasonal,Both,No,6.65
2024-05-27,Electronics,577179.21,255270.46,4953,321908.75,27.16,88,12.78,15501.61,4.5,Competitor A,733413.73,25.62,Africa,36-50,Seasonal,Online,No,6.58
2019-08-20,Sports & Outdoors,316635.69,137212.66,3239,179423.03,33.97,72,18.19,96788.11,3.9,Competitor B,631091.97,23.11,North America,26-35,Seasonal,Online,Yes,2.8
2024-10-07,Beauty,535084.27,317283.91,3653,217800.36,14.38,84,17.05,34541.77,4.7,Competitor C,690592.34,14.02,North America,51-65,Year-Round,Online,No,1.23
2022-09-20,Electronics,717502.78,394439.23,2418,323063.55,32.75,92,13.59,74205.27,4.5,Competitor C,768339.51,23.2,South America,36-50,Year-Round,In-Store,No,8.36
2019-01-22,Electronics,338845.14,193386.69,3986,145458.45,14.35,93,15.47,24609.24,4.9,Competitor B,550398.7,13.94,Europe,51-65,Year-Round,Online,Yes,1.87
2022-05-10,Sports & Outdoors,933156.03,559561.64,3326,373594.39,11.89,84,10.09,71700.61,4.6,Competitor C,727948.93,16.01,North America,26-35,Seasonal,Both,Yes,6.96
2017-10-06,Home Goods,668960.87,335853.84,1744,333107.03,35.72,61,13.63,76387.89,4.1,Competitor A,773427.08,8.8,Asia,65+,Year-Round,In-Store,No,6.97
2024-05-03,Beauty,526937.89,314840.87,1293,212097.02,40.34,95,8.97,21534.6,4.8,Competitor B,625557.38,17.83,Africa,18-25,Seasonal,In-Store,Yes,9.3
2021-06-30,Electronics,464851.96,187647.16,2521,277204.8,20.61,67,17.07,67809.36,4.2,Competitor C,664132.96,27.25,South America,36-50,Seasonal,Online,No,3.11
2017-07-19,Sports & Outdoors,214887.74,102631.15,3269,112256.59,45.41,74,15.26,41677.25,5.0,Competitor A,662869.25,6.22,Africa,65+,Seasonal,In-Store,No,4.1
2017-09-23,Clothing,917488.59,473537.06,504,443951.53,49.51,60,10.27,96263.5,4.7,Competitor A,720859.78,14.85,North America,18-25,Seasonal,Online,No,2.62
2018-05-27,Home Goods,336619.02,183008.88,1200,153610.14,11.69,65,5.51,90914.15,4.1,Competitor C,570903.59,23.4,Europe,18-25,Seasonal,Both,No,6.65
2017-04-14,Beauty,641284.54,356109.67,4779,285174.87,18.81,76,8.09,44815.21,4.6,Competitor C,798205.06,5.49,Asia,65+,Year-Round,In-Store,No,3.45
2020-12-17,Clothing,223009.39,111580.34,891,111429.05,45.18,72,18.52,66740.42,3.6,Competitor B,691350.16,13.05,Asia,36-50,Seasonal,Online,No,5.55
2020-12-17,Beauty,951486.24,554002.39,4908,397483.85,23.82,61,14.57,31878.18,4.8,Competitor B,544162.81,24.41,Africa,51-65,Year-Round,In-Store,No,1.92
2020-12-23,Home Goods,472354.38,277586.28,4203,194768.1,40.26,78,18.84,99472.95,3.8,Competitor C,617808.85,6.63,South America,18-25,Seasonal,Online,No,2.27
2024-07-30,Clothing,863733.16,439759.86,4534,423973.3,28.45,70,5.87,77426.06,4.1,Competitor B,639891.52,15.38,North America,36-50,Year-Round,Both,No,7.69
2020-10-12,Electronics,284203.06,139683.24,3763,144519.82,11.28,71,6.01,57861.21,4.4,Competitor B,637005.52,29.68,South America,18-25,Year-Round,In-Store,Yes,3.1
2019-05-20,Beauty,904755.38,489670.79,4022,415084.59,17.31,70,7.24,44238.95,4.3,Competitor B,657215.51,20.81,Europe,18-25,Seasonal,Both,No,1.01
2017-09-06,Electronics,341900.53,140294.11,3242,201606.42,45.02,86,17.19,75156.39,4.1,Competitor B,606846.12,27.4,Europe,51-65,Year-Round,Both,No,3.97
2017-04-19,Sports & Outdoors,905841.5,414052.06,3569,491789.44,24.56,75,10.43,60411.62,5.0,Competitor B,796343.67,11.77,Europe,51-65,Year-Round,Online,No,9.38
2018-10-22,Beauty,160071.85,92832.89,1733,67238.96,43.02,91,9.39,78126.36,3.8,Competitor A,672258.78,27.41,Asia,65+,Year-Round,In-Store,Yes,3.81
2024-01-12,Electronics,440207.02,181499.09,1498,258707.93,24.48,83,8.21,77543.82,4.9,Competitor B,571940.38,14.29,Africa,18-25,Year-Round,Both,Yes,4.16
2017-12-18,Clothing,291456.01,145271.35,1850,146184.66,40.44,83,18.56,25667.71,4.2,Competitor C,782102.57,29.7,South America,18-25,Year-Round,Both,No,1.34
2023-09-13,Sports & Outdoors,349359.02,205288.09,1576,144070.93,34.72,65,17.13,77187.44,4.6,Competitor A,592416.26,22.21,North America,18-25,Year-Round,Both,No,5.29
2021-12-07,Beauty,687715.48,412372.04,1477,275343.44,34.15,82,11.86,68685.29,3.9,Competitor A,679130.95,22.48,Europe,36-50,Seasonal,Both,No,2.78
2022-10-12,Home Goods,263777.24,116861.87,997,146915.37,14.17,95,19.87,92087.64,4.7,Competitor B,599339.45,18.85,Asia,36-50,Year-Round,In-Store,No,4.97
2021-12-26,Beauty,369789.86,167814.14,1285,201975.72,14.96,81,6.37,62771.72,3.5,Competitor A,626482.58,18.13,North America,26-35,Seasonal,Both,No,7.76
2018-09-25,Home Goods,667722.65,326257.5,2361,341465.15,43.21,91,8.59,14999.21,3.5,Competitor C,771936.73,26.65,South America,51-65,Seasonal,In-Store,No,9.69
2024-01-17,Home Goods,912192.02,367410.64,2804,544781.38,36.4,93,17.18,73355.18,3.8,Competitor C,517095.1,19.31,Europe,26-35,Seasonal,Both,No,6.71
